platform,category,market_key,event_key,status,volume,liquidity_or_oi,created_at,end_date,title,yes_sub_title,no_sub_title,slug
kalshi,direct_housing_data,FRM-24JAN25-T6.4,FRM-24JAN25,finalized,0.0,0.0,2024-01-19 03:01:25.516775-08:00,2024-01-25 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-24JAN18-T6.8,FRM-24JAN18,finalized,0.0,0.0,2024-01-12 03:01:32.320738-08:00,2024-01-18 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-24JAN18-T6.5,FRM-24JAN18,finalized,0.0,0.0,2024-01-12 03:01:32.320738-08:00,2024-01-18 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-24JAN18-T6.4,FRM-24JAN18,finalized,0.0,0.0,2024-01-12 03:01:32.320737-08:00,2024-01-18 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-24JAN11-T6.5,FRM-24JAN11,finalized,0.0,0.0,2024-01-05 03:01:24.079854-08:00,2024-01-11 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-24JAN11-T6.7,FRM-24JAN11,finalized,0.0,0.0,2024-01-05 03:01:24.079854-08:00,2024-01-11 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-24JAN11-T6.8,FRM-24JAN11,finalized,0.0,0.0,2024-01-05 03:01:24.079854-08:00,2024-01-11 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-24JAN11-T6.4,FRM-24JAN11,finalized,0.0,0.0,2024-01-05 03:01:24.079852-08:00,2024-01-11 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRMMAX-24DEC26-P7.0,FRMMAX-24DEC26,closed,0.0,0.0,2024-01-04 05:23:44.345415-08:00,2024-12-26 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach above 7.0% by December 26, 2024?",Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRMMAX-24DEC26-P8.0,FRMMAX-24DEC26,closed,0.0,0.0,2024-01-04 05:23:44.345415-08:00,2024-12-26 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach above 8.0% by December 26, 2024?",Above 8.0%,8.0% or below,
kalshi,direct_housing_data,FRMMAX-24DEC26-P7.5,FRMMAX-24DEC26,closed,0.0,0.0,2024-01-04 05:23:44.345415-08:00,2024-12-26 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach above 7.5% by December 26, 2024?",Above 7.5%,7.5% or below,
kalshi,direct_housing_data,FRMMAX-24DEC26-P6.5,FRMMAX-24DEC26,closed,0.0,0.0,2024-01-04 05:23:44.345414-08:00,2024-12-26 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach above 6.5% by December 26, 2024?",Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-24JAN04-T6.8,FRM-24JAN04,finalized,0.0,0.0,2023-12-29 03:01:29.739400-08:00,2024-01-04 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-24JAN04-T6.7,FRM-24JAN04,finalized,0.0,0.0,2023-12-29 03:01:29.739400-08:00,2024-01-04 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-24JAN04-T6.6,FRM-24JAN04,finalized,0.0,0.0,2023-12-29 03:01:29.739400-08:00,2024-01-04 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-24JAN04-T6.5,FRM-24JAN04,finalized,0.0,0.0,2023-12-29 03:01:29.739400-08:00,2024-01-04 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23DEC28-T6.5,FRM-23DEC28,finalized,0.0,0.0,2023-12-22 03:01:31.200765-08:00,2023-12-28 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23DEC28-T6.8,FRM-23DEC28,finalized,0.0,0.0,2023-12-22 03:01:31.200765-08:00,2023-12-28 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23DEC28-T6.6,FRM-23DEC28,finalized,0.0,0.0,2023-12-22 03:01:31.200765-08:00,2023-12-28 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23DEC28-T6.7,FRM-23DEC28,finalized,0.0,0.0,2023-12-22 03:01:31.200765-08:00,2023-12-28 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23DEC28-T6.4,FRM-23DEC28,finalized,0.0,0.0,2023-12-22 03:01:31.200764-08:00,2023-12-28 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23DEC21-T7.0,FRM-23DEC21,finalized,0.0,0.0,2023-12-15 06:37:17.528019-08:00,2023-12-21 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23DEC21-T7.1,FRM-23DEC21,finalized,0.0,0.0,2023-12-15 06:37:17.528019-08:00,2023-12-21 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23DEC21-T6.7,FRM-23DEC21,finalized,0.0,0.0,2023-12-15 06:37:17.528018-08:00,2023-12-21 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23DEC14-T7.2,FRM-23DEC14,finalized,0.0,0.0,2023-12-08 06:37:17.943636-08:00,2023-12-14 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.2%?,Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRM-23DEC07-T7.3,FRM-23DEC07,finalized,0.0,0.0,2023-12-01 06:37:20.898014-08:00,2023-12-07 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23DEC07-T7.4,FRM-23DEC07,finalized,0.0,0.0,2023-12-01 06:37:20.898014-08:00,2023-12-07 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23DEC07-T7.0,FRM-23DEC07,finalized,0.0,0.0,2023-12-01 06:37:20.898012-08:00,2023-12-07 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23NOV30-T7.4,FRM-23NOV30,finalized,0.0,0.0,2023-11-24 06:37:16.900390-08:00,2023-11-30 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23NOV30-T7.1,FRM-23NOV30,finalized,0.0,0.0,2023-11-24 06:37:16.900390-08:00,2023-11-30 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23NOV30-T7.0,FRM-23NOV30,finalized,0.0,0.0,2023-11-24 06:37:16.900389-08:00,2023-11-30 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23NOV16-T7.7,FRM-23NOV16,finalized,0.0,0.0,2023-11-10 06:37:22.328713-08:00,2023-11-16 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.7%?,Above 7.7%,7.7% or below,
kalshi,direct_housing_data,FRM-23NOV16-T7.6,FRM-23NOV16,finalized,0.0,0.0,2023-11-10 06:37:22.328713-08:00,2023-11-16 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.6%?,Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23NOV09-T7.76,FRM-23NOV09,finalized,0.0,0.0,2023-11-07 11:12:59.771690-08:00,2023-11-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.76%?,Above 7.76%,7.76% or below,
kalshi,direct_housing_data,FRM-23NOV09-T7.9,FRM-23NOV09,finalized,0.0,0.0,2023-11-03 06:37:20.766181-07:00,2023-11-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.9%?,Above 7.9%,7.9% or below,
kalshi,direct_housing_data,FRM-23NOV09-T7.8,FRM-23NOV09,finalized,0.0,0.0,2023-11-03 06:37:20.766181-07:00,2023-11-09 08:55:00-08:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.8%?,Above 7.8%,7.8% or below,
kalshi,direct_housing_data,FRM-23NOV02-T7.7,FRM-23NOV02,finalized,0.0,0.0,2023-10-27 06:37:24.863636-07:00,2023-11-02 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.7%?,Above 7.7%,7.7% or below,
kalshi,direct_housing_data,FRM-23NOV02-T7.6,FRM-23NOV02,finalized,0.0,0.0,2023-10-27 06:37:24.863636-07:00,2023-11-02 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.6%?,Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23NOV02-T7.9,FRM-23NOV02,finalized,0.0,0.0,2023-10-27 06:37:24.863636-07:00,2023-11-02 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.9%?,Above 7.9%,7.9% or below,
kalshi,direct_housing_data,FRM-23NOV02-T7.5,FRM-23NOV02,finalized,0.0,0.0,2023-10-27 06:37:24.863635-07:00,2023-11-02 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.5%?,Above 7.5%,7.5% or below,
kalshi,direct_housing_data,FRM-23OCT26-T7.5,FRM-23OCT26,finalized,0.0,0.0,2023-10-20 06:37:27.812779-07:00,2023-10-26 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.5%?,Above 7.5%,7.5% or below,
kalshi,direct_housing_data,FRM-23OCT26-T7.6,FRM-23OCT26,finalized,0.0,0.0,2023-10-20 06:37:27.812779-07:00,2023-10-26 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.6%?,Above 7.6%,7.6% or below,
kalshi,direct_housing_data,FRM-23OCT26-T7.4,FRM-23OCT26,finalized,0.0,0.0,2023-10-20 06:37:27.812778-07:00,2023-10-26 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23OCT19-T7.5,FRM-23OCT19,finalized,0.0,0.0,2023-10-13 06:37:30.729185-07:00,2023-10-19 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.5%?,Above 7.5%,7.5% or below,
kalshi,direct_housing_data,FRM-23OCT19-T7.4,FRM-23OCT19,finalized,0.0,0.0,2023-10-13 06:37:30.729184-07:00,2023-10-19 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23OCT19-T7.3,FRM-23OCT19,finalized,0.0,0.0,2023-10-13 06:37:30.729184-07:00,2023-10-19 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23OCT12-T7.4,FRM-23OCT12,finalized,0.0,0.0,2023-10-06 06:37:22.535247-07:00,2023-10-12 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23OCT12-T7.3,FRM-23OCT12,finalized,0.0,0.0,2023-10-06 06:37:22.535246-07:00,2023-10-12 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23OCT12-T7.2,FRM-23OCT12,finalized,0.0,0.0,2023-10-06 06:37:22.535246-07:00,2023-10-12 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.2%?,Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRMMIN-23DEC28-N6.1,FRMMIN-23DEC28,finalized,0.0,0.0,2023-10-03 14:37:14.620045-07:00,2023-12-28 06:55:00-08:00,"Will the 30-year fixed rate mortgage rate reach below 6.1% by December 28, 2023?",Below 6.1%,6.1% or above,
kalshi,direct_housing_data,FRM-23OCT05-T7.1,FRM-23OCT05,finalized,0.0,0.0,2023-09-29 06:37:53.705441-07:00,2023-10-05 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23OCT05-T7.5,FRM-23OCT05,finalized,0.0,0.0,2023-09-29 06:37:53.705441-07:00,2023-10-05 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.5%?,Above 7.5%,7.5% or below,
kalshi,direct_housing_data,FRM-23OCT05-T7.2,FRM-23OCT05,finalized,0.0,0.0,2023-09-29 06:37:53.705441-07:00,2023-10-05 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.2%?,Above 7.2%,7.2% or below,
kalshi,direct_housing_data,FRM-23SEP28-T7.1,FRM-23SEP28,finalized,0.0,0.0,2023-09-22 06:37:11.592008-07:00,2023-09-28 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23SEP28-T7.0,FRM-23SEP28,finalized,0.0,0.0,2023-09-22 06:37:11.592008-07:00,2023-09-28 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23SEP28-T6.9,FRM-23SEP28,finalized,0.0,0.0,2023-09-22 06:37:11.592008-07:00,2023-09-28 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23SEP21-T7.0,FRM-23SEP21,finalized,0.0,0.0,2023-09-15 06:37:17.077322-07:00,2023-09-21 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23SEP21-T7.1,FRM-23SEP21,finalized,0.0,0.0,2023-09-15 06:37:17.077322-07:00,2023-09-21 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23SEP21-T7.3,FRM-23SEP21,finalized,0.0,0.0,2023-09-15 06:37:17.077322-07:00,2023-09-21 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23SEP21-T6.9,FRM-23SEP21,finalized,0.0,0.0,2023-09-15 06:37:17.077321-07:00,2023-09-21 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23SEP14-T7.3,FRM-23SEP14,finalized,0.0,0.0,2023-09-08 06:37:12.417779-07:00,2023-09-14 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23SEP14-T6.9,FRM-23SEP14,finalized,0.0,0.0,2023-09-08 06:37:12.417778-07:00,2023-09-14 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23SEP07-T6.9,FRM-23SEP07,finalized,0.0,0.0,2023-09-01 06:37:12.437183-07:00,2023-09-07 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23SEP07-T7.0,FRM-23SEP07,finalized,0.0,0.0,2023-09-01 06:37:12.437183-07:00,2023-09-07 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23AUG31-T7.4,FRM-23AUG31,finalized,0.0,0.0,2023-08-25 06:37:19.230927-07:00,2023-08-31 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.4%?,Above 7.4%,7.4% or below,
kalshi,direct_housing_data,FRM-23AUG31-T7.3,FRM-23AUG31,finalized,0.0,0.0,2023-08-25 06:37:19.230927-07:00,2023-08-31 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.3%?,Above 7.3%,7.3% or below,
kalshi,direct_housing_data,FRM-23AUG31-T7.0,FRM-23AUG31,finalized,0.0,0.0,2023-08-25 06:37:19.230926-07:00,2023-08-31 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23AUG24-T7.0,FRM-23AUG24,finalized,0.0,0.0,2023-08-18 06:37:16.386393-07:00,2023-08-24 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23AUG24-T6.8,FRM-23AUG24,finalized,0.0,0.0,2023-08-18 06:37:16.386392-07:00,2023-08-24 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23AUG24-T6.9,FRM-23AUG24,finalized,0.0,0.0,2023-08-18 06:37:16.386392-07:00,2023-08-24 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23AUG17-T6.8,FRM-23AUG17,finalized,0.0,0.0,2023-08-11 06:37:21.580288-07:00,2023-08-17 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23AUG17-T6.9,FRM-23AUG17,finalized,0.0,0.0,2023-08-11 06:37:21.580288-07:00,2023-08-17 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23AUG17-T6.7,FRM-23AUG17,finalized,0.0,0.0,2023-08-11 06:37:21.580287-07:00,2023-08-17 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23AUG10-T6.8,FRM-23AUG10,finalized,0.0,0.0,2023-08-04 06:37:13.448171-07:00,2023-08-10 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23AUG10-T7.1,FRM-23AUG10,finalized,0.0,0.0,2023-08-04 06:37:13.448171-07:00,2023-08-10 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23AUG10-T6.7,FRM-23AUG10,finalized,0.0,0.0,2023-08-04 06:37:13.448170-07:00,2023-08-10 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23AUG03-T6.8,FRM-23AUG03,finalized,0.0,0.0,2023-07-28 06:37:26.757749-07:00,2023-08-03 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23AUG03-T6.6,FRM-23AUG03,finalized,0.0,0.0,2023-07-28 06:37:26.757748-07:00,2023-08-03 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23AUG03-T6.7,FRM-23AUG03,finalized,0.0,0.0,2023-07-28 06:37:26.757748-07:00,2023-08-03 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23JUL27-T6.6,FRM-23JUL27,finalized,0.0,0.0,2023-07-21 06:37:25.371362-07:00,2023-07-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23JUL27-T6.5,FRM-23JUL27,finalized,0.0,0.0,2023-07-21 06:37:25.371361-07:00,2023-07-27 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUL20-T7.1,FRM-23JUL20,finalized,0.0,0.0,2023-07-14 06:37:35.135270-07:00,2023-07-20 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.1%?,Above 7.1%,7.1% or below,
kalshi,direct_housing_data,FRM-23JUL20-T6.7,FRM-23JUL20,finalized,0.0,0.0,2023-07-14 06:37:35.135269-07:00,2023-07-20 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.7%?,Above 6.7%,6.7% or below,
kalshi,direct_housing_data,FRM-23JUL13-T6.6,FRM-23JUL13,finalized,0.0,0.0,2023-07-07 06:37:45.921089-07:00,2023-07-13 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23JUL13-T7.0,FRM-23JUL13,finalized,0.0,0.0,2023-07-07 06:37:45.921089-07:00,2023-07-13 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 7.0%?,Above 7.0%,7.0% or below,
kalshi,direct_housing_data,FRM-23JUL06-T6.5,FRM-23JUL06,finalized,0.0,0.0,2023-06-30 06:37:34.016973-07:00,2023-07-06 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUL06-T6.6,FRM-23JUL06,finalized,0.0,0.0,2023-06-30 06:37:34.016973-07:00,2023-07-06 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.6%?,Above 6.6%,6.6% or below,
kalshi,direct_housing_data,FRM-23JUN29-T6.8,FRM-23JUN29,finalized,0.0,0.0,2023-06-23 06:37:32.869129-07:00,2023-06-29 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.8%?,Above 6.8%,6.8% or below,
kalshi,direct_housing_data,FRM-23JUN29-T6.5,FRM-23JUN29,finalized,0.0,0.0,2023-06-23 06:37:32.869129-07:00,2023-06-29 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUN29-T6.4,FRM-23JUN29,finalized,0.0,0.0,2023-06-23 06:37:32.869129-07:00,2023-06-29 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23JUN22-T6.5,FRM-23JUN22,finalized,0.0,0.0,2023-06-16 06:37:31.679958-07:00,2023-06-22 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUN15-T6.5,FRM-23JUN15,finalized,0.0,0.0,2023-06-09 06:37:35.216945-07:00,2023-06-15 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUN08-T6.9,FRM-23JUN08,finalized,0.0,0.0,2023-06-02 06:37:41.187659-07:00,2023-06-08 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.9%?,Above 6.9%,6.9% or below,
kalshi,direct_housing_data,FRM-23JUN08-T6.5,FRM-23JUN08,finalized,0.0,0.0,2023-06-02 06:37:41.187659-07:00,2023-06-08 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUN01-T6.4,FRM-23JUN01,finalized,0.0,0.0,2023-05-26 06:37:27.280318-07:00,2023-06-01 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23JUN01-T6.5,FRM-23JUN01,finalized,0.0,0.0,2023-05-26 06:37:27.280318-07:00,2023-06-01 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.5%?,Above 6.5%,6.5% or below,
kalshi,direct_housing_data,FRM-23JUN01-T6.3,FRM-23JUN01,finalized,0.0,0.0,2023-05-26 06:37:27.280318-07:00,2023-06-01 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23MAY25-T6.4,FRM-23MAY25,finalized,0.0,0.0,2023-05-19 06:37:25.153090-07:00,2023-05-25 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.4%?,Above 6.4%,6.4% or below,
kalshi,direct_housing_data,FRM-23MAY25-T6.2,FRM-23MAY25,finalized,0.0,0.0,2023-05-19 06:37:25.153090-07:00,2023-05-25 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
kalshi,direct_housing_data,FRM-23MAY25-T6.3,FRM-23MAY25,finalized,0.0,0.0,2023-05-19 06:37:25.153090-07:00,2023-05-25 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.3%?,Above 6.3%,6.3% or below,
kalshi,direct_housing_data,FRM-23MAY25-T6.1,FRM-23MAY25,finalized,0.0,0.0,2023-05-19 06:37:25.153090-07:00,2023-05-25 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-23MAY18-T6.1,FRM-23MAY18,finalized,0.0,0.0,2023-05-12 06:37:24.417614-07:00,2023-05-18 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.1%?,Above 6.1%,6.1% or below,
kalshi,direct_housing_data,FRM-23MAY18-T6.2,FRM-23MAY18,finalized,0.0,0.0,2023-05-12 06:37:24.417614-07:00,2023-05-18 08:55:00-07:00,Will the 30-Year Fixed Rate Mortgage rate be above 6.2%?,Above 6.2%,6.2% or below,
