ticker,cutoff_utc,cutoff_label,cutoff_local,trade_ts_utc,price,source_trade_ts_local
KXPRESVISIT-26-UKR,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-20 22:41:35.221342+00:00,0.18,2025-03-20 15:41:35.221342-07:00
KXSECSTATEVISIT-26-RUS,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-20 09:32:59.860002+00:00,0.71,2025-03-20 02:32:59.860002-07:00
KXUKRAINERESIGN-26,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 21:41:34.324739+00:00,0.24,2025-03-21 14:41:34.324739-07:00
KXUKRIMPEACH-26,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 19:25:54.573811+00:00,0.13,2025-03-21 12:25:54.573811-07:00
KXUSAMBNATO-25-APR,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-20 18:06:21.578923+00:00,0.29,2025-03-20 11:06:21.578923-07:00
KXUSAMBNATO-25-DEC,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,,,
KXUSAMBNATO-25-JUL,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,,,
KXUSAMBNATO-25-JUN,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,,,
KXUSAMBNATO-25-MAY,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 18:12:17.301290+00:00,0.72,2025-03-21 11:12:17.301290-07:00
KXWHVISIT-25-VP,2025-03-22 12:00:00+00:00,2025_03_22_open_0500_PT,2025-03-22 05:00:00-07:00,2025-03-21 21:17:50.025817+00:00,0.01,2025-03-21 14:17:50.025817-07:00
